Number,Status,Phone,Location,Location2,Name,Categorie,Row,Col
729,영업/정상,041-417-3085,충청남도 천안시 서북구 불당동 805 ,"충청남도 천안시 서북구 불당13길 2, 1층 (불당동)",컴포즈커피천안불당대원점,커피숍,,
730,영업/정상,0507-1370-2530,충청남도 천안시 서북구 두정동 690 ,"충청남도 천안시 서북구 두정로 118, 1층 (두정동)",카페라이더,커피숍,,
731,영업/정상,0507-1369-3596,충청남도 천안시 서북구 성성동 35 ,"충청남도 천안시 서북구 업성수변로 44, 1층 (성성동)",코지그라운드,커피숍,,
732,영업/정상,0507-1314-5259,충청남도 천안시 서북구 성성동 663 ,"충청남도 천안시 서북구 성성8로 14-7, 1층 (성성동)",오요커피,커피숍,,
733,영업/정상,041-565-8200,충청남도 천안시 동남구 광덕면 광덕리 73-1 ,"충청남도 천안시 동남구 광덕면 만복골1길 59, 2동 1층",일등라이브카페,커피숍,,
734,영업/정상,없음,충청남도 천안시 동남구 북면 오곡리 377-9 ,충청남도 천안시 동남구 북면 위례성로 707-3,오곡리377,커피숍,,
735,영업/정상,041-622-8255,충청남도 천안시 동남구 청당동 485 ,"충청남도 천안시 동남구 청수14로 68, 1층 102호 (청당동)",날쌘카페청당점,커피숍,,
736,영업/정상,041 577 6424,충청남도 천안시 서북구 쌍용동 1801 길상트럼프 ,"충청남도 천안시 서북구 월봉11길 21, 1층 (쌍용동)",이디야천안월봉4로점,커피숍,,
737,영업/정상,041-571-2200,충청남도 천안시 서북구 쌍용동 644 대박숯불갈비 ,"충청남도 천안시 서북구 쌍용18길 78, 1층 (쌍용동)",커피마마쌍용점,커피숍,,
738,영업/정상,041-564-4665,충청남도 천안시 동남구 병천면 병천리 156-5 ,"충청남도 천안시 동남구 병천면 병천2로 3-1, 2층",카페샘,커피숍,,
739,영업/정상,041 558 1121,충청남도 천안시 서북구 불당동 1531 ,"충청남도 천안시 서북구 불당25로 182, 4층 403호 (불당동)",엘빈즈앤아메리칸트레이,커피숍,,
740,영업/정상,070 88604002,충청남도 천안시 동남구 봉명동 355 ,"충청남도 천안시 동남구 개목6길 17, 1층 (봉명동)",카페인중독성정점,커피숍,,
741,영업/정상,0507-1384-6477,충청남도 천안시 서북구 두정동 71-4 휴먼빌딩 ,"충청남도 천안시 서북구 두정로 258, 휴먼빌딩 (두정동)",공차천안두정역점,커피숍,,
742,영업/정상,0507-1459-6466,충청남도 천안시 서북구 불당동 1706 ,"충청남도 천안시 서북구 불당32길 6, 1층 (불당동)",카페라이더불당점,커피숍,,
743,영업/정상,041 556 8245,충청남도 천안시 서북구 불당동 1545 천안불당린스트라우스1단지 ,"충청남도 천안시 서북구 불당19로 95, 상가동 지하2층 117호 (불당동, 천안불당린스트라우스1단지)",보리원호두과자찰보리빵,커피숍,,
744,영업/정상,041 566 0718,충청남도 천안시 동남구 신부동 462-5 1동 102호,"충청남도 천안시 동남구 만남로 48, 1동 1층 102호 (신부동)",(주)커피빈코리아천안신부동점,커피숍,,
745,영업/정상,041 417 1001,충청남도 천안시 서북구 쌍용동 1367 롯데마트 ,"충청남도 천안시 서북구 월봉로 95, 월봉청솔1단지아파트 상가동 지2층 (쌍용동)",맘스베이커리카페,커피숍,,
746,영업/정상,041-588-5314,충청남도 천안시 서북구 성환읍 성환리 449-99 ,"충청남도 천안시 서북구 성환읍 성환3로 3-7, 1층 101,102호",이디야천안성환점,커피숍,,
747,영업/정상,없음,충청남도 천안시 서북구 불당동 1494 불당파크푸르지오2단지 ,"충청남도 천안시 서북구 불당26로 122, 1동 107호 (불당동, 불당파크푸르지오2단지)",에그라운드,커피숍,,
748,영업/정상,010-9788-0226,충청남도 천안시 서북구 성정동 730-4 두손미술학원 ,"충청남도 천안시 서북구 성정12길 13, 1층 (성정동)",아이캔커피,커피숍,,
749,영업/정상,0507-1393-7620,충청남도 천안시 서북구 불당동 1498 지웰푸르지오 ,"충청남도 천안시 서북구 불당24로 38, 상가동 지하2층 28호 (불당동, 지웰푸르지오)",컨비니언스신불당점,커피숍,,
750,영업/정상,0507-1462-9308,충청남도 천안시 서북구 직산읍 판정리 102-2 ,"충청남도 천안시 서북구 직산읍 성진로 430, 1층",판정리카페,커피숍,,
751,영업/정상,041-900-2525,충청남도 천안시 서북구 성정동 1518 ,"충청남도 천안시 서북구 성정공원5로 10-16, 1층 (성정동)",커피쿡천안본점,커피숍,,
752,영업/정상,없음,충청남도 천안시 서북구 성정동 1124 극동프라자 ,"충청남도 천안시 서북구 성정중7길 3, 극동프라자 1층 102호 (성정동)",컴포즈커피성정점,커피숍,,
753,영업/정상,0507-1448-3530,충청남도 천안시 서북구 불당동 1658 ,"충청남도 천안시 서북구 불당31길 3-3, 1층 (불당동)",리무소컬렉티브,커피숍,,
754,영업/정상,070 46474895,충청남도 천안시 서북구 직산읍 부송리 41-2 ,"충청남도 천안시 서북구 직산읍 송기길 28-6, 1층",피터패터,커피숍,,
755,영업/정상,010-7564-3797,충청남도 천안시 서북구 성정동 620-17 ,"충청남도 천안시 서북구 서부17길 17, 1층 (성정동)",인생커피,커피숍,,
756,영업/정상,041-565-3724,충청남도 천안시 서북구 불당동 1540 골든프라자 ,"충청남도 천안시 서북구 불당25로 142, 골든프라자 1층 113호 (불당동)",크라상점천안신불당점,커피숍,,
757,영업/정상,없음,충청남도 천안시 서북구 두정동 660 두정라이프종합상가 ,"충청남도 천안시 서북구 늘푸른5길 26, 라이프종합상가 1층 110호 (두정동)",스위로브,커피숍,,
758,영업/정상,없음,충청남도 천안시 서북구 두정동 643-3 진명빌딩 ,"충청남도 천안시 서북구 늘푸른1길 16, 1층 (두정동)",샐러드가든앤카페,커피숍,,
759,영업/정상,010-2715-1172,충청남도 천안시 서북구 불당동 1614 천안 불당 지웰시티푸르지오 2단지 ,"충청남도 천안시 서북구 불당26로 50, 근린생활시설4동 1층 E107호 (불당동, 천안 불당 지웰시티푸르지오 2단지)",더마지끄,커피숍,,
760,영업/정상,0507-1365-0760,충청남도 천안시 동남구 오룡동 149-1 ,"충청남도 천안시 동남구 영성로 86, 1층 (오룡동)",카페데이오프,커피숍,,
761,영업/정상,041 562 5300,충청남도 천안시 동남구 구성동 137-5 ,"충청남도 천안시 동남구 해솔1길 27-29, 1.2층 (구성동)",핀스커피,커피숍,,
762,영업/정상,0507-1376-9090,충청남도 천안시 동남구 용곡동 546-2 ,"충청남도 천안시 동남구 용곡2길 107, 1.2층 (용곡동)",그래비티,커피숍,,
763,영업/정상,0507-1375-1045,충청남도 천안시 동남구 풍세면 남관리 637-1 ,"충청남도 천안시 동남구 풍세면 풍세로 458, 2층",제이로그,커피숍,,
764,영업/정상,041 522 7177,충청남도 천안시 서북구 백석동 9-21 ,"충청남도 천안시 서북구 동서대로 9, 1층 (백석동)",라운지커피,커피숍,,
765,영업/정상,041-574-0010,충청남도 천안시 서북구 쌍용동 415-1 ,"충청남도 천안시 서북구 쌍용19로 21, 유림빌딩 1층 (쌍용동)",훈이네마늘빵,커피숍,,
766,영업/정상,010-2041-6711,백석동 941 백석마을아이파크아파트,충남 천안시 서북구 한들3로 100,103커피이야기,커피숍,,
767,영업/정상,041-906-5550,충남 천안시 서북구 백석동 1206 s동 227호 228호,충남 천안시 서북구 백석공단1로 10 s동 227호 228호,알콩달콩,커피숍,,
768,영업/정상,없음,충남 천안시 서북구 쌍용동 1140,충남 천안시 서북구 미라6길 21,카페일리터천안점,커피숍,,
769,영업/정상,0507-1309-3164,충청남도 천안시 서북구 불당동 1665 ,"충청남도 천안시 서북구 불당31길 10, 1층 (불당동)",온띠에라,커피숍,,
770,영업/정상,0507-1443-8026,충청남도 천안시 서북구 직산읍 삼은리 76-173 새천안부동산 ,"충청남도 천안시 서북구 직산읍 삼은2길 2, 1층",삼은리76 173,커피숍,,
771,영업/정상,041 562 1236,충청남도 천안시 동남구 목천읍 서리 161 ,"충청남도 천안시 동남구 목천읍 서리1길 89, 1층",어나더카페,커피숍,,
772,영업/정상,0507-1391-1604,충남 천안시 서북구 성정동 1438 학산리젠다빌 3차 1층 105호 학산리젠다빌 3차 1층 106호,"충청남도 천안시 서북구 성정공원3길 4, 학산리젠다빌 3차 1층 106호 (성정동)",이디야커피,커피숍,,
773,영업/정상,0507-1351-0353,충청남도 천안시 동남구 봉명동 513 상가동 6호,"충청남도 천안시 동남구 봉명4길 29, 상가동 지하1층 6호 (봉명동, 봉서산아이파크)",보나커피,커피숍,,
774,영업/정상,041-567-5535,성정동 1304,충남 천안시 서북구 성정공원5로 31,쥬씨천안성정점,커피숍,,
775,영업/정상,없음,충청남도 천안시 서북구 성정동 1497 ,"충청남도 천안시 서북구 성정공원1길 14-3, 1층 (성정동)",이륜당,커피숍,,
776,영업/정상,041 555 2258,충청남도 천안시 서북구 불당동 733 크리스탈프라자 ,"충청남도 천안시 서북구 불당17길 23, 크리스탈프라자 1층 103호 (불당동)",퀴즈노스천안불당점,커피숍,,
777,영업/정상,0507-1349-0475,충남 천안시 서북구 불당동 1535 1층 101호,"충청남도 천안시 서북구 불당22대로 86, 마블러스에스타워 1층 101호 (불당동)",폴레에스프레소,커피숍,,
778,영업/정상,0507-1352-1581,충청남도 천안시 서북구 백석동 1059 ,"충청남도 천안시 서북구 한들1로 157, 138호 (백석동)",밀크아트,커피숍,,
779,영업/정상,0507-1371-1454,충남 천안시 서북구 쌍용동 1367 1층,"충청남도 천안시 서북구 월봉로 95, 지하1층 (쌍용동)",이디야천안맘마마트점,커피숍,,
780,영업/정상,02  467 9301,충청남도 천안시 서북구 백석동 1047 e마트 ,"충청남도 천안시 서북구 삼성대로 20, 이마트천안서북점 지하1층 (백석동)",떡탐이마트천안서북점,떡카페,,
781,영업/정상,041-574-7774,충청남도 천안시 동남구 신방동 1908번지 1층 ,"충청남도 천안시 동남구 통정10로 43-8, 1층 (신방동)",커피홀,커피숍,,
782,영업/정상,0507-1435-1021,충청남도 천안시 동남구 영성동 135-2 2동 1층 2호 ,"충청남도 천안시 동남구 원성천1길 35, 2동 1층 2호 (영성동)",커방,커피숍,,
783,영업/정상, 041 5692222,충청남도 천안시 서북구 불당동 741번지 우방아이유쉘트윈팰리스아파트 121호,"충청남도 천안시 서북구 불당4로 106, 1층 121호 (불당동, 우방아이유쉘트윈팰리스아파트)",디자인컴퍼니,커피숍,,
784,영업/정상,041-573-1986,충남 천안시 서북구 쌍용2동 1482 그레이스,"충청남도 천안시 서북구 나사렛대길 29, 1층 (쌍용동)",유달리쌍용점,커피숍,,
785,영업/정상,041 556 2007,충청남도 천안시 서북구 백석동 1155 1층 ,"충청남도 천안시 서북구 한들3로 35-28, 1층 (백석동)",하루를담다,커피숍,,
786,영업/정상,없음,충청남도 천안시 동남구 목천읍 응원리 241-32 ,"충청남도 천안시 동남구 목천읍 삼성5길 62, 2층 201호 (제일아이조움프라자)",샘카페,커피숍,,
787,영업/정상,0507-1323-5671,충청남도 천안시 동남구 원성동 454-1번지 ,"충청남도 천안시 동남구 성황로 112, 1층 (원성동)",커피수수,커피숍,,
788,영업/정상,041-555-8716,충청남도 천안시 서북구 백석동 985번지 ,"충청남도 천안시 서북구 한들3로 55, 1층 (백석동)",명량핫도그 천안백화점,커피숍,,
789,영업/정상, 041 5848182,충청남도 천안시 서북구 직산읍 삼은리 325번지 ,"충청남도 천안시 서북구 직산읍 봉주로 51, 1층",언틸,커피숍,,
790,영업/정상,041-560-0730,충남 천안시 동남구 목천읍 남화리 230-1,"충청남도 천안시 동남구 목천읍 독립기념관로 1, 독립기념관 119동 1층",백련못카페,커피숍,,
791,영업/정상,041 562 9266,충청남도 천안시 동남구 원성동 129-2번지 2층 ,"충청남도 천안시 동남구 충절로 138, 2층 (원성동)",생산자도매유통길트레이드,커피숍,,
792,영업/정상,041-565-7199,"충남 천안시 서북구 불당동 1817 불당엠타워 1층 101호, 102호","충청남도 천안시 서북구 불당34길 26, 1층 101,102호 (불당동, 불당엠타워)",탐앤탐스불당점,커피숍,,
793,영업/정상,041 523 3423,"충청남도 천안시 동남구 안서동 231-3 외 1필지, 1층, 2층, 3층 ","충청남도 천안시 동남구 안서3길 3, 1층, 2층, 3층 (안서동)",스타벅스천안안서점,커피숍,,
794,영업/정상,041-555-6622,충청남도 천안시 동남구 대흥동 10-4번지 3층 ,"충청남도 천안시 동남구 문화로 14, 3층 (대흥동)",동궁로스팅커피,커피숍,,
795,영업/정상,0507-1320-4410,충청남도 천안시 동남구 신부동 545번지 대림한들아파트 상가동 1층 102호 ,"충청남도 천안시 동남구 터미널9길 59, 상가동 1층 102호 (신부동, 대림한들아파트)",베리베리,커피숍,,
796,영업/정상,041 552 3535,충청남도 천안시 서북구 성성동 45-26번지 ,"충청남도 천안시 서북구 업성수변로 79, 1~2층 (성성동)",투썸플레이스업성레이크점,커피숍,,
797,영업/정상, 041 9074445,충청남도 천안시 서북구 쌍용동 1501번지 ,"충청남도 천안시 서북구 나사렛대길 22-3, 1층 (쌍용동)",이웃집레옹,커피숍,,
798,영업/정상, 041 5662129,"충청남도 천안시 동남구 풍세면 용정리 52-8번지 1,2층 ","충청남도 천안시 동남구 풍세면 용두2길 39-1, 1,2층",알롱지,커피숍,,
799,영업/정상,041-579-6214,충청남도 천안시 동남구 신방동 1903번지 1층 ,"충청남도 천안시 동남구 통정10로 59, 1층 (신방동)",에스프레소임광선,커피숍,,
800,영업/정상, 041 5626761,충청남도 천안시 동남구 원성동 559-20 외 1필지 2층 ,"충청남도 천안시 동남구 충절로 196, 2층 (원성동)",더다움,커피숍,,
801,영업/정상,041 569 3051,충청남도 천안시 서북구 차암동 459 차암동 1~2층 ,"충청남도 천안시 서북구 밤개울1길 1-1, 1,2층 (차암동)",투썸플레이스천안차암점,커피숍,,
802,영업/정상,0507-1327-0227,충청남도 천안시 서북구 부대동 418-18번지 ,"충청남도 천안시 서북구 과수원길 11-1, 1층 (부대동)",통이네다방,커피숍,,
803,영업/정상,0507-1327-6836,충청남도 천안시 서북구 불당동 1744 ,"충청남도 천안시 서북구 불당29길 11-5, 1층 (불당동)",오씨티,커피숍,,
804,영업/정상,070-8866-0670,충청남도 천안시 서북구 성환읍 수향리 270-7번지 ,"충청남도 천안시 서북구 성환읍 잠실길 9, 주건축물제1동 1층",카페온,커피숍,,
805,영업/정상,041-572-2021,충청남도 천안시 동남구 봉명동 191번지 ,"충청남도 천안시 동남구 서부대로 523-9, 1,2층 (봉명동)",오픈업커피,커피숍,,
806,영업/정상,041 556 7317,충청남도 천안시 서북구 불당동 1819번지 ,"충청남도 천안시 서북구 불당34길 22, 세훈프라자 5층 502호 (불당동)",봉봉키즈천안아산점,키즈카페,,
807,영업/정상,041-575-7941,"충청남도 천안시 동남구 신방동 1385번지 외 1필지, 2층 ","충청남도 천안시 동남구 통정8로 17, 2층 (신방동)",쁘띠마쥬,키즈카페,,
808,영업/정상,041-555-9278,충청남도 천안시 동남구 신부동 289-16번지 DK프라자 1층 101호 ,"충청남도 천안시 동남구 북일로 71, DK프라자 1층 101호 (신부동)",요거프레소,커피숍,,
809,영업/정상,없음,충청남도 천안시 서북구 쌍용동 707번지 ,"충청남도 천안시 서북구 쌍용14길 31, 1층 (쌍용동)",707커피,커피숍,,
810,영업/정상,041 555 3575,충청남도 천안시 서북구 백석동 40-5번지 ,충청남도 천안시 서북구 노태산로 57 (백석동),베니스,커피숍,,
811,영업/정상,041-554-2231,충청남도 천안시 서북구 백석동 54-31번지 ,"충청남도 천안시 서북구 노태산로 73, 1층 103호 (백석동, 엘리시온빌딩)",요거프레소,커피숍,,
812,영업/정상,0507-1372-9777,충청남도 천안시 서북구 두정동 991번지 1층 ,"충청남도 천안시 서북구 부성6길 8, 1층 (두정동)",이디야천안두정점,커피숍,,
813,영업/정상, 041 5559692,충청남도 천안시 서북구 불당동 1467번지 ,"충청남도 천안시 서북구 불당24로 43, 3층 301호 (불당동, 현성프라자)",쁘띠몽드,키즈카페,,
814,영업/정상, 041 5611441,충청남도 천안시 서북구 불당동 1542번지 ,"충청남도 천안시 서북구 불당25로 152, 7층 702호 (불당동, DM타워)",포일스까페,커피숍,,
815,영업/정상,041 575 0039,충청남도 천안시 서북구 쌍용동 1470번지 1층 ,"충청남도 천안시 서북구 월봉로 98, 1층 (쌍용동)",카페리솔트,커피숍,,
816,영업/정상,041-553-6768,충청남도 천안시 동남구 신부동 461-6번지 3층 ,"충청남도 천안시 동남구 만남로 38, 3층 (신부동)",놀숲신부점,커피숍,,
817,영업/정상,0507-1411-9333,충청남도 천안시 동남구 신부동 462-7번지 1층 ,"충청남도 천안시 동남구 만남로 52, 1층 (신부동)",곰브라더스신부동천안본점,커피숍,,
818,영업/정상, 041 5225948,충청남도 천안시 서북구 두정동 68-1번지 외6필지 센트하임프라자 1동 328호 ,"충청남도 천안시 서북구 1공단1길 52 (두정동,외6필지 센트하임프라자 1동 328호)",스위트번스,커피숍,,
819,영업/정상,070 42005005,충청남도 천안시 서북구 직산읍 삼은리 75-6번지 (1층) ,충청남도 천안시 서북구 직산읍 삼은4길 18-18 ((1층)),라움앤커피,커피숍,,
820,영업/정상,041-415-2236,충청남도 천안시 서북구 쌍용동 494-18번지 ,"충청남도 천안시 서북구 충무로 167, 지1층 (쌍용동)",토닥토닥카페,커피숍,,
821,영업/정상,041-640-5353,"충청남도 천안시 동남구 신부동 363-2 신세계백화점충청점, 본관1동 ","충청남도 천안시 동남구 만남로 43, 신세계백화점충청점 본관1동 6층 (신부동)",하프커피천안점,커피숍,,
822,영업/정상,041 583 3424,충청남도 천안시 서북구 성성동 508번지 ,"충청남도 천안시 서북구 번영로 467, 삼성SDI 23-복지동 1층 (성성동)",주식회사메가마트삼성에스디아이한마음카페,커피숍,,
823,영업/정상,041 574 0333,충청남도 천안시 동남구 봉명동 368번지 ,"충청남도 천안시 동남구 쌍용대로 187, 1층 (봉명동)",빵굽는커피집,커피숍,,
824,영업/정상,02  34623773,충청남도 천안시 서북구 성정동 1151번지 ,"충청남도 천안시 서북구 오성로 72, 1~2층 (성정동)",디에떼에스프레소,커피숍,,
825,영업/정상,041-577-7388,충남 천안시 서북구 쌍용동 1955 109호 달달하이,"충청남도 천안시 서북구 월봉로 126, 대림프라자 1동 1층 109호 (쌍용동)","카페,달달하이",커피숍,,
826,영업/정상,070-8667-6752,충남 천안시 동남구 광덕면 매당리 360-3 기억저장소,"충청남도 천안시 동남구 광덕면 광풍로 1011, 1층",기억저장소,커피숍,,
827,영업/정상,0507-1354-5271,충청남도 천안시 서북구 불당동 861 영재바둑교실 ,"충청남도 천안시 서북구 불당4로 39-35, 1층 (불당동)",디저트하우스,커피숍,,
828,영업/정상,0507-1387-3915,충청남도 천안시 동남구 신부동 859 ,"충청남도 천안시 동남구 중앙로 281-14, 우방아파트상가 1층 104호 (신부동)",카페봄별,커피숍,,
829,영업/정상,041-557-6283,충남 천안시 서북구 두정동 1606,충남 천안시 서북구 두정역서2길 28,탑브릭스두정점,커피숍,,
830,영업/정상,없음,충남 천안시 서북구 직산읍 모시리 278,"충청남도 천안시 서북구 직산읍 4산단5길 77, 1층",해피홀,커피숍,,
831,영업/정상,0507-1349-2190,충청남도 천안시 서북구 쌍용동 2025 ,"충청남도 천안시 서북구 쌍용7길 24, 1층 (쌍용동)",예그리나,커피숍,,
832,영업/정상,0507-1319-9067,충청남도 천안시 동남구 목천읍 신계리 149번지 1층 ,"충청남도 천안시 동남구 목천읍 목천안터1길 44, 1층",윤커피,커피숍,,
833,영업/정상,010-3919-7761,충청남도 천안시 서북구 쌍용동 1469번지 2층 ,"충청남도 천안시 서북구 쌍용18길 1, 2층 (쌍용동)",다뺀다방,커피숍,,
834,영업/정상,041 522 2434,"충청남도 천안시 동남구 신부동 452-10번지 1층, 2층 ","충청남도 천안시 동남구 먹거리8길 5, 1층, 2층 (신부동)",블렌데렌,커피숍,,
835,영업/정상,041-552-1006,충남 천안시 서북구 불당동 1532 에이블타워 309호,"충청남도 천안시 서북구 불당25로 178, 3층 309호 (불당동)",솔향기가득차,전통찻집,,
836,영업/정상,070-4312-0320,충청남도 천안시 서북구 두정동 649번지 인트로타운 1층 108호,"충청남도 천안시 서북구 늘푸른3길 41, 인트로타운 1층 108호 (두정동)",하임,커피숍,,
837,영업/정상,없음,충청남도 천안시 동남구 병천면 가전리 68-35번지 1층 ,"충청남도 천안시 동남구 병천면 충절로 1636, 1층",커피614,커피숍,,
838,영업/정상,0507-1414-9900,충청남도 천안시 서북구 두정동 902번지 ,"충청남도 천안시 서북구 두정로 156, 2층 (두정동)",그래비티,커피숍,,
839,영업/정상,041 415 2338,충청남도 천안시 서북구 두정동 1338번지 1층 ,"충청남도 천안시 서북구 두정상가3길 17, 1층 (두정동)",카페루키,커피숍,,
840,영업/정상,041 566 1238,"충청남도 천안시 서북구 백석동 108번지 301일부,302일부 ","충청남도 천안시 서북구 한들3로 30, 1동 3층 301,302호 (백석동)",노리파크천안백석점,키즈카페,,
841,영업/정상,041-541-4758,충청남도 천안시 동남구 광덕면 보산원리 681-4번지 ,"충청남도 천안시 동남구 광덕면 보산원2길 30-4, 1층",광덕양조장,커피숍,,
842,영업/정상,없음,충청남도 천안시 서북구 불당동 1783 ,"충청남도 천안시 서북구 불당30길 13, 1층 (불당동)",그래비티신불당,커피숍,,
843,영업/정상,041-900-0791,충청남도 천안시 서북구 불당동 1543 W타워 ,"충청남도 천안시 서북구 불당25로 154, W타워 116호 (불당동)",모리셔스브라운천안불당점,커피숍,,
844,영업/정상,없음,충청남도 천안시 서북구 성정동 739-13 ,"충청남도 천안시 서북구 양지17길 20, 1층 (성정동)",평온한정원찻집,커피숍,,
845,영업/정상,없음,충청남도 천안시 서북구 성정동 640-5 ,"충청남도 천안시 서북구 봉정로 239, 1층 (성정동)",아이지에이마트성정점,커피숍,,
846,영업/정상,041-522-6677,충청남도 천안시 서북구 불당동 1489 ,"충청남도 천안시 서북구 불당25로 208, 102호 (불당동)",빽다방천안시청점,커피숍,,
847,영업/정상,0507-1472-8791,충청남도 천안시 서북구 불당동 1489 ,"충청남도 천안시 서북구 불당25로 208, 중원타워-1 1층 105일부호 (불당동)",히츠캔커피,커피숍,,
848,영업/정상,0507-1470-8820,충남 천안시 서북구 쌍용동 1491 3층,충남 천안시 서북구 월봉로 90 3층,머머카페,커피숍,,
849,영업/정상,0507-1362-8153,충남 천안시 서북구 불당동 1487 골든프라자2 114호 에그까페,충남 천안시 서북구 불당25로 192 골든프라자2 114호 에그까페,에그까페,커피숍,,
850,영업/정상,0507-1459-2249,충청남도 천안시 동남구 구룡동 532-6 1동 ,"충청남도 천안시 동남구 중리1길 55, 1동 1층 (구룡동)",카페2020,커피숍,,
851,영업/정상,041-554-4080,충청남도 천안시 서북구 부성1길 4,충청남도 천안시 서북구 두정동 972,아임일리터두정점,커피숍,,
852,영업/정상,010-2349-0123,충청남도 천안시 서북구 불당동 1364 ,"충청남도 천안시 서북구 불당16길 35, 1층 (불당동)",카페모스트,커피숍,,
853,영업/정상,0507-1342-5774,충청남도 천안시 서북구 불당동 1684 ,"충청남도 천안시 서북구 불당32길 36, 1층 (불당동)",밸런스 커피 로스터(balance coffee roaster),커피숍,,
854,영업/정상,041-553-0517,충청남도 천안시 서북구 성성동 511-6 한국촌식당 ,"충청남도 천안시 서북구 3공단5로 64, 1층 (성성동)",공단,커피숍,,
855,영업/정상,0507-1337-5278,충청남도 천안시 서북구 불당동 1821 ,"충청남도 천안시 서북구 불당34길 25-5, 1층 (불당동)",한움,커피숍,,
856,영업/정상,041-417-0325,충청남도 천안시 서북구 불당25로 236,충청남도 천안시 서북구 불당동 1479-2,세라젬웰카페천안불당,커피숍,,
857,영업/정상,041-733-5914,충청남도 천안시 서북구 성정동 707-8 참소망교회 ,"충청남도 천안시 서북구 성정14길 10, 1층 (성정동)",림스베이커리,커피숍,,
